time,open,high,low,close,tick_volume,spread
2025-12-29 13:15:00,4457.96,4467.58,4457.67,4465.08,2884,23
2025-12-29 13:30:00,4464.97,4465.66,4434.18,4452.99,4124,23
2025-12-29 13:45:00,4452.88,4453.44,4441.62,4446.64,5084,23
2025-12-29 14:00:00,4446.65,4456.26,4445.55,4452.61,4531,23
2025-12-29 14:15:00,4452.62,4457.04,4451.69,4456.71,3304,23
2025-12-29 14:30:00,4456.62,4464.34,4454.74,4462.22,3158,23
2025-12-29 14:45:00,4462.25,4464.73,4460.54,4464.29,3583,23
2025-12-29 15:00:00,4464.26,4467.54,4456.59,4457.59,6374,23
2025-12-29 15:15:00,4457.59,4459.96,4445.36,4451.55,5741,23
2025-12-29 15:30:00,4451.59,4454.78,4425.15,4429.46,6614,23
2025-12-29 15:45:00,4429.44,4429.57,4406.97,4421.43,7014,23
2025-12-29 16:00:00,4421.3,4421.3,4386.3,4398.57,7646,23
2025-12-29 16:15:00,4398.55,4405.65,4386.59,4389.53,6130,23
2025-12-29 16:30:00,4389.19,4389.19,4356.49,4373.67,8509,23
2025-12-29 16:45:00,4373.44,4384.48,4358.63,4360.36,7777,23
2025-12-29 17:00:00,4360.66,4360.66,4328.18,4343.0,8020,23
2025-12-29 17:15:00,4342.94,4342.94,4301.91,4319.56,7693,23
2025-12-29 17:30:00,4319.47,4336.76,4316.68,4331.12,7056,23
2025-12-29 17:45:00,4331.31,4339.65,4322.44,4325.23,5761,23
2025-12-29 18:00:00,4325.18,4342.63,4323.32,4333.78,6513,23
2025-12-29 18:15:00,4333.86,4337.64,4324.21,4334.11,5467,23
2025-12-29 18:30:00,4333.93,4342.17,4328.9,4334.79,5186,23
2025-12-29 18:45:00,4334.77,4347.42,4334.42,4341.71,4904,23
2025-12-29 19:00:00,4341.72,4343.16,4325.84,4330.1,5721,23
2025-12-29 19:15:00,4329.95,4333.44,4322.52,4329.15,4855,23
2025-12-29 19:30:00,4329.18,4329.81,4314.88,4319.73,4956,23
2025-12-29 19:45:00,4319.69,4329.36,4319.57,4327.96,3937,23
2025-12-29 20:00:00,4327.98,4333.43,4325.94,4329.44,4989,23
2025-12-29 20:15:00,4329.59,4334.61,4322.95,4327.86,5926,23
2025-12-29 20:30:00,4327.79,4334.24,4326.31,4330.22,3944,23
2025-12-29 20:45:00,4330.26,4332.25,4328.09,4331.33,3206,23
2025-12-29 21:00:00,4331.33,4335.41,4327.67,4335.18,2536,23
2025-12-29 21:15:00,4335.32,4336.5,4328.63,4330.59,3240,23
2025-12-29 21:30:00,4330.86,4335.83,4330.37,4332.38,3020,23
2025-12-29 21:45:00,4332.44,4338.03,4331.19,4336.92,2876,23
2025-12-29 22:00:00,4336.88,4344.53,4336.61,4342.41,3657,23
2025-12-29 22:15:00,4342.46,4342.71,4337.08,4340.54,2918,23
2025-12-29 22:30:00,4340.6,4341.36,4325.87,4333.34,3404,23
2025-12-29 22:45:00,4333.36,4335.52,4328.87,4334.52,3988,23
2025-12-29 23:00:00,4334.53,4339.17,4328.4,4335.74,2842,23
2025-12-29 23:15:00,4335.72,4337.75,4330.63,4331.44,1985,23
2025-12-29 23:30:00,4331.37,4332.35,4327.4,4329.69,2540,23
2025-12-29 23:45:00,4329.4,4332.71,4329.4,4331.06,939,23
2025-12-30 01:00:00,4340.46,4347.04,4339.65,4340.03,1305,27
2025-12-30 01:15:00,4340.02,4340.48,4323.19,4333.72,2912,38
2025-12-30 01:30:00,4333.75,4337.18,4330.69,4336.87,1942,42
2025-12-30 01:45:00,4336.88,4346.91,4336.12,4345.62,2788,42
2025-12-30 02:00:00,4345.51,4347.56,4338.17,4346.83,2552,42
2025-12-30 02:15:00,4346.82,4350.81,4343.67,4349.14,2067,35
2025-12-30 02:30:00,4349.33,4349.33,4339.75,4340.61,2849,23
2025-12-30 02:45:00,4340.74,4342.88,4334.47,4339.64,3755,23
2025-12-30 03:00:00,4339.66,4339.93,4324.5,4334.99,5671,23
2025-12-30 03:15:00,4334.99,4343.32,4334.99,4336.48,4175,23
2025-12-30 03:30:00,4336.5,4349.52,4331.83,4347.1,4631,23
2025-12-30 03:45:00,4347.11,4360.11,4346.65,4360.1,5599,23
2025-12-30 04:00:00,4360.11,4361.77,4351.79,4355.46,5341,23
2025-12-30 04:15:00,4355.39,4357.64,4352.68,4355.86,4083,23
2025-12-30 04:30:00,4354.61,4357.05,4348.85,4354.41,4885,23
2025-12-30 04:45:00,4354.42,4364.76,4354.42,4362.49,4490,23
2025-12-30 05:00:00,4362.5,4365.24,4357.29,4360.71,4029,23
2025-12-30 05:15:00,4360.72,4369.18,4359.05,4367.83,4188,23
2025-12-30 05:30:00,4367.81,4368.64,4361.34,4363.47,2755,23
2025-12-30 05:45:00,4363.47,4364.9,4356.25,4359.32,3270,23
2025-12-30 06:00:00,4359.33,4362.31,4357.57,4361.35,1726,35
2025-12-30 06:15:00,4361.34,4365.74,4360.59,4363.19,1391,23
2025-12-30 06:30:00,4363.19,4369.56,4362.19,4366.75,1942,23
2025-12-30 06:45:00,4366.76,4367.14,4362.23,4363.4,1290,23
2025-12-30 07:00:00,4363.71,4364.68,4358.81,4363.98,1773,23
2025-12-30 07:15:00,4363.91,4376.2,4362.49,4372.33,3261,23
2025-12-30 07:30:00,4372.28,4380.01,4372.08,4374.74,6315,23
2025-12-30 07:45:00,4374.69,4379.6,4372.65,4377.59,5362,23
2025-12-30 08:00:00,4377.58,4378.41,4372.47,4373.22,4651,23
2025-12-30 08:15:00,4373.23,4373.87,4364.2,4366.46,5302,23
2025-12-30 08:30:00,4366.51,4369.59,4360.02,4361.76,5003,23
2025-12-30 08:45:00,4361.76,4366.57,4359.79,4364.74,4928,23
2025-12-30 09:00:00,4364.76,4368.62,4359.11,4368.57,4384,23
2025-12-30 09:15:00,4368.74,4372.44,4365.75,4368.21,4218,23
2025-12-30 09:30:00,4368.23,4376.94,4368.1,4376.91,3716,23
2025-12-30 09:45:00,4376.96,4383.44,4370.26,4372.47,3893,23
2025-12-30 10:00:00,4372.37,4373.65,4363.45,4370.35,3468,23
2025-12-30 10:15:00,4370.4,4371.32,4351.93,4353.27,3558,23
2025-12-30 10:30:00,4353.26,4360.4,4350.21,4359.12,4181,23
2025-12-30 10:45:00,4359.11,4366.35,4354.32,4364.97,3982,23
2025-12-30 11:00:00,4364.98,4373.6,4364.12,4372.99,3722,23
2025-12-30 11:15:00,4372.98,4376.4,4367.71,4368.45,3722,23
2025-12-30 11:30:00,4368.42,4371.6,4367.14,4368.21,3843,23
2025-12-30 11:45:00,4368.22,4373.75,4367.45,4372.13,3949,23
2025-12-30 12:00:00,4372.09,4376.12,4367.63,4375.78,3848,23
2025-12-30 12:15:00,4375.84,4382.7,4374.77,4382.15,4408,23
2025-12-30 12:30:00,4381.67,4391.53,4381.66,4382.71,4593,23
2025-12-30 12:45:00,4382.72,4385.52,4378.7,4384.85,3037,23
2025-12-30 13:00:00,4385.32,4390.19,4385.19,4386.81,4009,23
2025-12-30 13:15:00,4386.81,4389.5,4385.65,4388.78,4149,23
2025-12-30 13:30:00,4388.82,4389.31,4383.69,4384.72,3139,23
2025-12-30 13:45:00,4384.72,4385.29,4381.19,4384.21,3085,23
2025-12-30 14:00:00,4384.23,4397.36,4383.44,4396.26,3574,23
2025-12-30 14:15:00,4396.35,4399.03,4391.68,4393.8,4664,23
2025-12-30 14:30:00,4393.79,4402.74,4393.1,4399.79,3794,23
2025-12-30 14:45:00,4399.82,4402.05,4396.28,4401.2,4585,23
2025-12-30 15:00:00,4401.22,4404.29,4397.17,4399.35,5947,23
2025-12-30 15:15:00,4399.38,4399.38,4389.93,4393.48,5282,23
2025-12-30 15:30:00,4393.44,4393.6,4376.17,4379.42,6409,23
2025-12-30 15:45:00,4379.37,4389.52,4376.29,4388.35,5587,23
2025-12-30 16:00:00,4388.32,4390.43,4382.67,4386.13,5284,23
2025-12-30 16:15:00,4386.12,4391.13,4380.94,4390.54,5277,23
2025-12-30 16:30:00,4390.54,4392.09,4364.26,4371.53,7367,23
2025-12-30 16:45:00,4371.25,4372.2,4355.78,4366.17,6896,23
2025-12-30 17:00:00,4365.62,4373.13,4360.75,4369.19,6595,23
2025-12-30 17:15:00,4369.39,4377.41,4365.01,4366.1,5277,23
2025-12-30 17:30:00,4366.19,4374.35,4359.39,4362.39,6065,23
2025-12-30 17:45:00,4362.41,4370.84,4361.08,4364.97,5873,23
2025-12-30 18:00:00,4365.13,4365.24,4354.7,4358.4,5703,23
2025-12-30 18:15:00,4358.39,4371.3,4357.49,4368.84,5507,23
2025-12-30 18:30:00,4368.91,4368.91,4362.55,4367.17,5203,23
2025-12-30 18:45:00,4367.23,4379.89,4366.31,4377.67,5301,23
2025-12-30 19:00:00,4377.77,4381.65,4373.22,4373.36,4681,23
2025-12-30 19:15:00,4373.34,4376.66,4368.41,4374.83,4158,23
2025-12-30 19:30:00,4374.85,4376.19,4364.81,4368.55,4239,23
2025-12-30 19:45:00,4368.56,4370.51,4364.3,4370.08,3252,23
2025-12-30 20:00:00,4369.58,4378.59,4368.85,4371.06,4044,23
2025-12-30 20:15:00,4371.11,4371.99,4365.95,4370.7,3948,23
2025-12-30 20:30:00,4370.79,4371.05,4362.57,4365.91,3884,23
2025-12-30 20:45:00,4365.9,4367.57,4363.26,4364.72,3945,23
2025-12-30 21:00:00,4364.8,4367.98,4363.58,4366.66,3526,23
2025-12-30 21:15:00,4366.63,4367.59,4364.04,4365.93,2944,23
2025-12-30 21:30:00,4365.79,4366.45,4359.93,4362.88,2462,23
2025-12-30 21:45:00,4362.77,4363.07,4337.41,4348.48,5065,23
2025-12-30 22:00:00,4348.51,4350.07,4338.25,4348.16,4903,23
2025-12-30 22:15:00,4348.15,4352.85,4346.08,4350.4,3797,23
2025-12-30 22:30:00,4350.42,4355.33,4346.08,4348.67,3394,23
2025-12-30 22:45:00,4348.79,4351.59,4337.87,4341.66,4302,23
2025-12-30 23:00:00,4341.66,4350.41,4340.81,4348.42,2995,23
2025-12-30 23:15:00,4348.42,4349.02,4346.5,4346.53,1790,23
2025-12-30 23:30:00,4346.55,4349.3,4346.19,4348.74,976,23
2025-12-30 23:45:00,4348.68,4349.46,4337.01,4338.24,1561,23
2025-12-31 01:00:00,4341.08,4346.39,4339.44,4345.92,910,27
2025-12-31 01:15:00,4345.92,4345.92,4332.15,4334.07,2446,42
2025-12-31 01:30:00,4334.07,4342.37,4328.79,4339.15,3264,41
2025-12-31 01:45:00,4339.22,4339.41,4333.05,4338.6,2333,42
2025-12-31 02:00:00,4338.62,4343.79,4338.54,4341.29,1907,42
2025-12-31 02:15:00,4341.23,4343.08,4332.55,4336.43,2232,23
2025-12-31 02:30:00,4336.27,4346.53,4332.83,4342.94,3370,23
2025-12-31 02:45:00,4342.93,4343.95,4336.43,4342.24,4081,23
2025-12-31 03:00:00,4342.23,4355.74,4336.71,4353.45,6280,23
2025-12-31 03:15:00,4353.44,4360.92,4349.19,4354.73,5188,23
2025-12-31 03:30:00,4354.66,4369.68,4354.49,4368.84,4789,23
2025-12-31 03:45:00,4368.75,4373.15,4365.47,4366.02,5161,23
2025-12-31 04:00:00,4366.02,4371.01,4361.12,4362.02,3547,23
2025-12-31 04:15:00,4362.01,4364.03,4357.58,4361.1,3193,23
2025-12-31 04:30:00,4361.11,4371.03,4357.83,4370.12,5275,23
2025-12-31 04:45:00,4370.15,4370.67,4346.94,4348.74,6869,23
2025-12-31 05:00:00,4348.75,4359.73,4343.63,4359.42,6150,23
2025-12-31 05:15:00,4359.41,4359.82,4340.77,4348.63,6298,23
2025-12-31 05:30:00,4348.65,4353.9,4346.58,4351.95,4813,23
2025-12-31 05:45:00,4351.95,4352.48,4345.44,4348.5,4372,23
2025-12-31 06:00:00,4348.27,4351.27,4344.78,4348.21,4389,23
2025-12-31 06:15:00,4348.3,4348.53,4342.22,4346.45,3899,23
2025-12-31 06:30:00,4346.44,4348.22,4342.64,4343.24,3242,23
2025-12-31 06:45:00,4343.36,4346.07,4330.69,4332.84,3563,23
2025-12-31 07:00:00,4332.97,4334.49,4329.34,4334.49,3946,23
2025-12-31 07:15:00,4334.44,4343.07,4332.72,4342.6,3560,23
2025-12-31 07:30:00,4343.06,4343.08,4319.55,4324.71,6302,23
2025-12-31 07:45:00,4325.03,4327.71,4276.59,4285.6,6266,23
2025-12-31 08:00:00,4285.69,4301.32,4274.28,4298.98,5378,23
2025-12-31 08:15:00,4298.97,4308.87,4292.52,4307.3,4577,23
2025-12-31 08:30:00,4307.49,4317.35,4304.83,4314.31,4200,23
2025-12-31 08:45:00,4314.19,4328.73,4311.79,4328.03,3600,23
2025-12-31 09:00:00,4328.31,4332.37,4323.63,4330.72,3736,23
2025-12-31 09:15:00,4330.86,4334.81,4329.01,4333.11,3647,23
2025-12-31 09:30:00,4333.08,4334.7,4330.29,4332.06,2918,23
2025-12-31 09:45:00,4332.08,4332.63,4326.71,4331.04,3394,23
2025-12-31 10:00:00,4331.02,4332.78,4320.09,4322.82,4238,23
2025-12-31 10:15:00,4322.81,4327.45,4322.02,4326.11,3046,23
2025-12-31 10:30:00,4326.11,4326.47,4316.94,4317.24,2557,23
2025-12-31 10:45:00,4317.16,4317.8,4303.28,4307.3,4037,23
2025-12-31 11:00:00,4307.47,4318.03,4307.09,4317.06,4381,23
2025-12-31 11:15:00,4317.05,4327.36,4310.76,4323.58,3940,23
2025-12-31 11:30:00,4323.59,4337.18,4323.22,4336.08,3896,23
2025-12-31 11:45:00,4336.03,4337.28,4325.22,4325.71,3681,23
2025-12-31 12:00:00,4325.7,4331.37,4324.59,4327.07,3323,23
2025-12-31 12:15:00,4326.96,4330.19,4319.63,4319.73,2965,23
2025-12-31 12:30:00,4319.72,4319.72,4305.01,4307.23,3689,23
2025-12-31 12:45:00,4307.21,4310.72,4303.46,4306.63,3408,23
2025-12-31 13:00:00,4306.49,4315.27,4304.07,4313.87,3602,23
2025-12-31 13:15:00,4313.93,4316.03,4309.82,4311.23,3278,23
2025-12-31 13:30:00,4311.2,4313.61,4307.73,4312.59,3221,23
2025-12-31 13:45:00,4312.56,4316.27,4309.32,4310.96,3488,23
2025-12-31 14:00:00,4310.92,4312.43,4305.38,4308.97,3242,23
2025-12-31 14:15:00,4308.94,4310.71,4303.02,4306.87,3811,23
2025-12-31 14:30:00,4306.87,4317.98,4306.76,4317.16,4146,23
2025-12-31 14:45:00,4317.14,4317.45,4310.73,4313.73,4113,23
2025-12-31 15:00:00,4313.75,4316.88,4307.98,4311.64,4597,23
2025-12-31 15:15:00,4311.65,4329.25,4311.46,4328.53,4827,23
2025-12-31 15:30:00,4328.09,4334.92,4325.95,4333.05,4683,23
2025-12-31 15:45:00,4333.06,4348.32,4332.14,4345.98,5483,23
2025-12-31 16:00:00,4345.9,4348.61,4334.75,4340.19,5027,23
2025-12-31 16:15:00,4340.16,4344.84,4332.93,4336.93,4909,23
2025-12-31 16:30:00,4336.99,4348.57,4332.92,4343.97,6506,23
2025-12-31 16:45:00,4343.96,4353.43,4342.39,4345.9,5277,23
2025-12-31 17:00:00,4345.95,4346.22,4329.17,4331.72,6449,23
2025-12-31 17:15:00,4331.72,4338.71,4327.19,4337.15,6728,23
2025-12-31 17:30:00,4337.15,4341.65,4329.01,4330.98,5551,23
2025-12-31 17:45:00,4330.99,4337.79,4327.37,4337.29,5119,23
2025-12-31 18:00:00,4337.31,4339.7,4321.95,4323.92,5063,23
2025-12-31 18:15:00,4323.9,4329.66,4321.79,4325.49,4375,23
2025-12-31 18:30:00,4325.67,4329.54,4319.28,4319.72,3971,23
2025-12-31 18:45:00,4319.71,4324.54,4317.0,4322.99,3571,23
2025-12-31 19:00:00,4323.0,4328.29,4320.4,4323.27,3437,23
2025-12-31 19:15:00,4323.26,4324.62,4318.06,4320.63,3541,23
2025-12-31 19:30:00,4320.58,4329.48,4318.92,4325.4,4159,23
2025-12-31 19:45:00,4325.37,4326.9,4320.32,4321.83,3963,23
2025-12-31 20:00:00,4321.88,4327.79,4321.62,4327.58,4319,23
2025-12-31 20:15:00,4327.57,4331.44,4323.78,4328.63,4393,23
2025-12-31 20:30:00,4328.51,4328.99,4318.56,4322.18,3240,23
2025-12-31 20:45:00,4322.09,4322.19,4315.72,4319.6,2939,23
2025-12-31 21:00:00,4319.76,4322.8,4315.74,4317.77,3387,23
2025-12-31 21:15:00,4317.79,4319.96,4316.64,4317.59,2911,23
2025-12-31 21:30:00,4317.62,4317.93,4307.77,4310.87,4851,23
2025-12-31 21:45:00,4310.78,4314.03,4308.49,4311.4,4018,23
2025-12-31 22:00:00,4311.26,4315.59,4304.52,4314.86,3933,23
2025-12-31 22:15:00,4314.88,4318.97,4312.89,4314.76,2695,23
2025-12-31 22:30:00,4314.83,4324.39,4314.46,4321.11,3097,23
2025-12-31 22:45:00,4321.11,4321.68,4306.93,4313.24,3577,23
2025-12-31 23:00:00,4313.47,4314.68,4310.67,4313.22,1609,23
2025-12-31 23:15:00,4313.21,4313.21,4307.12,4309.98,1148,23
2025-12-31 23:30:00,4309.85,4316.39,4309.37,4314.73,1115,23
2025-12-31 23:45:00,4314.77,4317.28,4313.91,4317.28,777,39
2026-01-02 01:00:00,4327.23,4336.35,4327.13,4329.99,667,27
2026-01-02 01:15:00,4330.0,4343.22,4327.11,4341.04,1385,27
2026-01-02 01:30:00,4341.28,4345.93,4339.26,4345.27,1050,27
2026-01-02 01:45:00,4345.28,4351.51,4341.22,4348.52,1324,27
2026-01-02 02:00:00,4348.79,4353.22,4344.55,4348.23,1802,42
2026-01-02 02:15:00,4348.18,4349.32,4341.33,4347.15,1603,36
2026-01-02 02:30:00,4347.15,4350.7,4346.66,4349.59,2696,23
2026-01-02 02:45:00,4349.63,4355.84,4349.63,4354.11,2389,23
2026-01-02 03:00:00,4354.13,4355.9,4345.28,4346.62,3068,23
2026-01-02 03:15:00,4346.62,4349.72,4344.6,4349.21,3308,23
2026-01-02 03:30:00,4349.2,4351.43,4345.71,4346.6,2913,23
2026-01-02 03:45:00,4346.7,4354.51,4346.1,4347.94,2701,23
2026-01-02 04:00:00,4347.9,4351.86,4345.67,4346.88,1911,23
2026-01-02 04:15:00,4346.87,4348.31,4344.99,4347.74,2564,23
2026-01-02 04:30:00,4347.74,4353.29,4345.8,4351.49,3090,23
2026-01-02 04:45:00,4351.35,4363.19,4351.18,4362.92,2759,23
2026-01-02 05:00:00,4362.87,4371.71,4362.12,4369.03,2563,23
2026-01-02 05:15:00,4369.05,4370.67,4365.47,4369.01,2775,23
2026-01-02 05:30:00,4369.05,4374.43,4367.95,4373.67,2802,23
2026-01-02 05:45:00,4373.67,4375.52,4371.97,4375.07,2817,23
2026-01-02 06:00:00,4375.02,4378.38,4373.82,4374.76,2711,23
2026-01-02 06:15:00,4374.74,4375.99,4371.41,4373.63,2750,23
2026-01-02 06:30:00,4373.62,4375.39,4371.56,4375.36,2511,23
2026-01-02 06:45:00,4375.32,4375.86,4371.18,4373.19,1988,23
2026-01-02 07:00:00,4373.41,4380.11,4371.08,4377.62,2372,23
2026-01-02 07:15:00,4377.63,4380.04,4375.28,4378.44,2738,23
2026-01-02 07:30:00,4378.46,4379.87,4377.78,4378.77,2073,23
2026-01-02 07:45:00,4378.77,4381.7,4378.34,4380.68,2304,23
2026-01-02 08:00:00,4380.67,4380.91,4373.97,4375.06,2048,23
2026-01-02 08:15:00,4375.11,4380.02,4373.56,4379.83,2862,23
2026-01-02 08:30:00,4379.84,4379.86,4374.41,4374.43,2308,23
2026-01-02 08:45:00,4374.44,4376.37,4373.31,4374.68,2581,23
2026-01-02 09:00:00,4374.7,4377.91,4372.35,4377.21,2865,23
2026-01-02 09:15:00,4377.24,4377.48,4371.84,4373.8,2972,23
2026-01-02 09:30:00,4373.8,4380.72,4372.19,4375.71,2818,23
2026-01-02 09:45:00,4375.7,4383.35,4375.19,4382.77,2892,23
2026-01-02 10:00:00,4382.59,4386.62,4380.76,4385.08,2579,23
2026-01-02 10:15:00,4385.08,4385.69,4381.61,4385.26,2552,23
2026-01-02 10:30:00,4385.3,4390.53,4384.14,4390.48,3284,23
2026-01-02 10:45:00,4390.49,4397.55,4386.8,4386.96,3441,23
2026-01-02 11:00:00,4386.79,4391.08,4386.14,4390.11,3261,23
2026-01-02 11:15:00,4390.07,4391.63,4383.35,4388.61,2912,23
2026-01-02 11:30:00,4388.58,4389.76,4386.72,4388.68,2612,23
2026-01-02 11:45:00,4388.71,4389.48,4385.0,4385.41,2850,23
2026-01-02 12:00:00,4385.42,4388.56,4384.56,4388.13,2507,23
2026-01-02 12:15:00,4388.16,4389.94,4385.6,4386.36,2110,23
2026-01-02 12:30:00,4386.43,4396.46,4384.85,4393.66,3177,23
2026-01-02 12:45:00,4393.67,4398.46,4393.67,4396.08,2711,23
2026-01-02 13:00:00,4396.08,4397.8,4393.92,4395.12,2859,23
2026-01-02 13:15:00,4395.11,4399.27,4394.29,4394.44,2035,23
2026-01-02 13:30:00,4394.44,4395.71,4391.66,4395.1,2561,23
2026-01-02 13:45:00,4395.1,4395.62,4390.71,4392.95,2621,23
2026-01-02 14:00:00,4392.95,4397.24,4391.15,4395.3,2542,23
2026-01-02 14:15:00,4395.28,4398.28,4392.96,4393.23,2205,23
2026-01-02 14:30:00,4393.24,4394.48,4385.15,4387.98,3446,23
2026-01-02 14:45:00,4388.2,4394.69,4385.37,4394.37,3184,23
2026-01-02 15:00:00,4394.47,4401.08,4392.59,4399.76,3229,23
2026-01-02 15:15:00,4399.78,4402.28,4372.99,4374.57,5362,23
2026-01-02 15:30:00,4374.33,4377.14,4365.78,4372.52,4957,23
2026-01-02 15:45:00,4372.41,4377.76,4362.0,4365.95,4846,23
2026-01-02 16:00:00,4366.05,4372.61,4364.49,4370.28,3972,23
2026-01-02 16:15:00,4370.3,4373.65,4366.93,4368.3,4178,23
2026-01-02 16:30:00,4368.3,4370.16,4348.1,4356.22,7894,23
2026-01-02 16:45:00,4356.27,4363.05,4352.29,4353.47,6512,23
2026-01-02 17:00:00,4352.84,4357.04,4333.6,4340.44,6571,23
2026-01-02 17:15:00,4340.65,4342.6,4330.28,4336.44,6886,23
2026-01-02 17:30:00,4336.55,4346.69,4331.65,4345.98,5594,23
2026-01-02 17:45:00,4346.01,4346.98,4333.59,4335.28,6092,23
2026-01-02 18:00:00,4335.26,4337.33,4320.24,4322.41,6929,23
2026-01-02 18:15:00,4322.3,4324.98,4315.02,4321.65,6742,23
2026-01-02 18:30:00,4321.04,4328.17,4315.21,4325.84,5209,23
2026-01-02 18:45:00,4325.79,4328.22,4321.48,4326.38,5049,23
2026-01-02 19:00:00,4326.39,4333.51,4324.75,4330.21,4716,23
2026-01-02 19:15:00,4330.24,4332.95,4323.9,4328.7,3893,23
2026-01-02 19:30:00,4328.7,4331.21,4323.45,4326.3,4639,23
2026-01-02 19:45:00,4326.16,4328.0,4322.71,4322.94,5131,23
2026-01-02 20:00:00,4322.82,4323.61,4312.59,4314.48,4503,23
2026-01-02 20:15:00,4314.44,4321.64,4310.78,4318.43,5568,23
2026-01-02 20:30:00,4318.63,4319.36,4309.69,4312.37,4129,23
2026-01-02 20:45:00,4312.37,4315.58,4312.0,4315.04,4153,23
2026-01-02 21:00:00,4315.06,4322.1,4315.06,4321.39,3758,23
2026-01-02 21:15:00,4321.59,4323.11,4316.33,4318.43,2958,23
2026-01-02 21:30:00,4318.52,4326.36,4318.16,4322.75,4222,23
2026-01-02 21:45:00,4322.65,4322.98,4317.54,4318.08,3908,23
2026-01-02 22:00:00,4318.08,4321.33,4317.16,4319.93,2711,23
2026-01-02 22:15:00,4319.91,4329.33,4318.68,4328.43,2718,23
2026-01-02 22:30:00,4328.42,4329.26,4325.18,4326.77,2454,23
2026-01-02 22:45:00,4326.8,4331.52,4326.31,4331.46,2576,23
2026-01-02 23:00:00,4331.42,4331.77,4326.99,4328.81,1522,23
2026-01-02 23:15:00,4328.89,4329.63,4327.78,4328.81,887,23
2026-01-02 23:30:00,4328.78,4330.39,4327.23,4328.52,733,37
2026-01-02 23:45:00,4328.49,4333.24,4328.43,4332.93,897,23
2026-01-05 01:00:00,4356.46,4370.51,4349.89,4370.11,1922,27
